iter	Logloss
0	0.6928053011
5	0.6910544121
10	0.6893667741
15	0.6876786858
20	0.6859479367
25	0.6842368772
30	0.6825435126
35	0.6808758216
40	0.6791726765
45	0.6774905722
50	0.6758141302
55	0.674152552
60	0.6724683886
65	0.6707919467
70	0.6691413071
75	0.6675079118
80	0.6658783773
85	0.6642597171
90	0.6626516094
95	0.6610469764
99	0.6597588559
