iter	Logloss
0	0.6927933786
5	0.6910473867
10	0.6893603366
15	0.687681716
20	0.685971694
25	0.6842720963
30	0.6825793193
35	0.680911895
40	0.6792209841
45	0.6775374088
50	0.6758497796
55	0.6741983134
60	0.6725319187
65	0.6708856003
70	0.6692193986
75	0.6675943147
80	0.6659725768
85	0.6643653171
90	0.6627636555
95	0.6611539505
99	0.6598529182
